,City,Lat,Lng,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Country,Date
374,Salalah,17.02,54.09,78.8,94,40,3.36,OM,1602705465
375,Saldanha,-33.01,17.94,60.8,48,0,4.7,ZA,1602705340
376,Arlit,18.74,7.39,94.84,10,0,4.54,NE,1602705466
377,Royal Tunbridge Wells,51.13,0.26,50.0,92,100,3.0,GB,1602705466
378,San Quintín,30.48,-115.95,84.18,39,0,10.02,MX,1602705466
379,Los Llanos de Aridane,28.66,-17.92,73.4,78,40,11.41,ES,1602705467
380,Westport,41.14,-73.36,69.01,49,1,13.87,US,1602705430
381,Bagdarin,54.43,113.6,22.77,83,100,3.42,RU,1602705467
382,Vostok,46.49,135.88,19.83,97,50,5.48,RU,1602705467
383,Stettler,52.32,-112.72,40.21,68,78,9.71,CA,1602705468
384,Belance,16.18,121.25,68.61,96,99,5.26,PH,1602705468
385,Collie,-33.37,116.15,52.0,88,10,4.61,AU,1602705468
386,Tiznit Province,29.58,-9.5,62.35,59,0,3.8,MA,1602705468
387,Port Hawkesbury,45.62,-61.35,62.6,93,90,16.11,CA,1602705469
388,Timmins,48.47,-81.33,51.8,50,90,4.7,CA,1602705268
389,Kloulklubed,7.04,134.26,77.0,94,90,3.36,PW,1602705469
390,Cooma,-36.23,149.13,46.4,100,90,6.93,AU,1602705407
391,Codajás,-3.84,-62.06,86.09,61,72,6.55,BR,1602705470
392,Tessalit,20.2,1.01,89.94,12,0,12.59,ML,1602705470
393,Noumea,-22.28,166.46,71.6,88,75,6.93,NC,1602705238
394,Shakawe,-18.37,21.85,76.15,24,37,6.62,BW,1602705471
395,Puerto Triunfo,5.87,-74.64,89.44,52,0,2.66,CO,1602705471
396,Sweetwater,25.76,-80.37,89.01,58,40,13.87,US,1602705301
397,Oktyabr'skoye,43.06,44.74,42.8,93,53,4.47,RU,1602705472
398,Quesnel,53.0,-122.5,42.8,87,20,4.7,CA,1602705473
399,Bālāpur,20.67,76.77,76.48,91,100,8.66,IN,1602705473
400,Kyzyl-Suu,42.34,78.01,42.13,59,0,4.76,KG,1602705473
401,Yārāda,17.65,83.27,80.6,94,75,2.24,IN,1602705411
402,De Haan,51.27,3.04,52.0,62,20,14.99,BE,1602705474
403,Kavieng,-2.57,150.8,80.73,77,15,4.72,PG,1602705474
404,Kedrovyy,56.17,91.82,42.8,70,98,13.42,RU,1602705474
405,Serafimovich,49.58,42.74,51.01,45,6,1.01,RU,1602705475
406,Jiangkou,25.49,119.2,71.6,73,40,20.13,CN,1602705475
407,Poplar Bluff,36.76,-90.39,80.6,27,1,14.99,US,1602705475
408,Longyearbyen,78.22,15.64,28.4,79,40,3.36,SJ,1602705304
409,Talcahuano,-36.72,-73.12,60.8,67,0,16.11,CL,1602705476
410,Winslow,35.02,-110.7,80.6,8,1,6.93,US,1602705476
411,Ashland,40.82,-82.27,62.6,51,75,11.41,US,1602705476
412,Kargasok,59.06,80.86,46.87,92,100,12.68,RU,1602705477
413,Bathsheba,13.22,-59.52,86.0,74,75,9.17,BB,1602705299
414,Mount Isa,-20.73,139.5,75.2,44,40,10.29,AU,1602705478
415,Porto Velho,-8.76,-63.9,93.2,52,40,6.93,BR,1602705478
416,Luxor,25.7,32.64,86.0,35,0,4.7,EG,1602705197
417,Forbes,-33.38,148.02,54.32,82,49,5.19,AU,1602705479
418,Lavra,41.26,-8.72,55.4,87,0,4.7,PT,1602705479
419,Viedma,-40.81,-63.0,66.99,33,0,3.0,AR,1602705480
420,Acapulco de Juárez,16.86,-99.89,87.8,70,75,5.82,MX,1602705319
421,Keetmanshoop,-26.58,18.13,80.26,15,0,11.74,NA,1602705481
422,Vila do Maio,15.13,-23.22,78.8,88,75,12.75,CV,1602705481
423,Itoman,26.12,127.67,77.0,83,20,5.82,JP,1602705216
424,Vardø,70.37,31.11,37.4,78,40,11.41,NO,1602705482
425,Abu Samrah,35.3,37.18,63.61,83,0,6.38,SY,1602705482
426,Parabel',58.7,81.48,46.62,93,100,12.26,RU,1602705483
427,El Tarra,8.58,-73.09,85.15,68,77,1.92,CO,1602705483
428,Saint-François,46.42,3.91,46.4,93,75,5.82,FR,1602705484
429,Maniitsoq,65.42,-52.9,36.34,81,95,11.77,GL,1602705484
430,Khatanga,71.97,102.5,26.06,98,100,10.76,RU,1602705484
431,Yako,12.97,-2.27,90.16,29,77,1.34,BF,1602705484
432,Cururupu,-1.83,-44.87,83.89,63,75,6.38,BR,1602705334
433,Bukachacha,52.98,116.92,23.95,86,100,2.51,RU,1602705485
434,Cap Malheureux,-19.98,57.61,73.99,78,6,1.99,MU,1602705485
435,Oriximiná,-1.77,-55.87,95.32,38,26,5.55,BR,1602705485
436,Blind River,46.18,-82.96,53.6,54,20,8.05,CA,1602705486
437,Yarensk,62.17,49.09,31.21,95,0,2.08,RU,1602705486
438,Souillac,-20.52,57.52,73.4,83,20,5.82,MU,1602705307
439,Iskateley,67.68,53.15,32.74,92,29,12.84,RU,1602705487
440,Lang Son,21.83,106.73,68.09,96,100,8.01,VN,1602705487
441,Menongue,-14.66,17.69,70.61,55,80,4.18,AO,1602705488
442,Puerto del Rosario,28.5,-13.86,71.6,83,40,14.99,ES,1602705488
443,West Bay,19.37,-81.42,84.99,94,40,5.82,KY,1602705488
444,Bahār,34.91,48.44,45.3,46,0,2.44,IR,1602705489
445,Wawa,9.9,4.42,79.02,78,85,4.38,NG,1602705489
446,Ghanzi,-21.57,21.78,72.05,24,0,9.73,BW,1602705489
447,Las Varas,21.17,-105.17,91.4,61,40,8.05,MX,1602705490
448,Marsh Harbour,26.54,-77.06,82.54,68,81,11.34,BS,1602705490
449,Porbandar,21.64,69.61,85.55,39,100,8.68,IN,1602705409
450,Ola,59.58,151.28,36.91,81,100,7.76,RU,1602705491
451,Bouna,9.27,-3.0,76.75,85,85,4.0,CI,1602705321
452,Bodden Town,19.28,-81.25,84.99,94,40,5.82,KY,1602705414
453,Teya,60.38,92.63,41.52,86,100,15.61,RU,1602705492
454,Xinmin,41.99,122.83,39.2,48,99,4.47,CN,1602705492
455,Sal Rei,16.18,-22.92,77.0,83,75,10.29,CV,1602705492
456,Sept-Îles,50.2,-66.38,46.99,100,90,8.05,CA,1602705197
457,Oistins,13.07,-59.53,86.0,74,75,9.17,BB,1602705413
458,Ostrovnoy,68.05,39.51,34.84,89,100,9.31,RU,1602705494
459,Asău,46.43,26.4,41.0,97,9,4.34,RO,1602705494
460,Aswān,24.09,32.91,87.22,20,0,6.04,EG,1602705495
461,Poronaysk,49.22,143.12,33.48,87,0,12.39,RU,1602705496
462,Bārmer,25.75,71.38,82.72,16,0,7.52,IN,1602705496
463,Sola,-13.88,167.55,80.67,77,85,4.81,VU,1602705496
464,São Filipe,14.9,-24.5,79.79,79,27,9.44,CV,1602705496
465,Bahía Honda,22.9,-83.16,84.02,71,2,11.07,CU,1602705497
466,Suntar,62.14,117.63,21.72,97,60,6.02,RU,1602705336
467,Zambezi,-13.54,23.1,71.53,70,12,8.03,ZM,1602705498
468,Markova,48.68,24.41,50.0,66,100,8.95,UA,1602705498
469,Hambantota,6.12,81.12,79.84,78,72,19.04,LK,1602705362
470,Klyuchi,52.27,79.17,44.94,59,29,9.89,RU,1602705351
471,Pīpri,19.8,75.53,73.85,91,100,9.69,IN,1602705498
472,Qurayyat,31.33,37.34,77.0,11,0,23.04,SA,1602705499
473,Yenagoa,4.92,6.26,75.2,95,99,3.74,NG,1602705499
474,Subiaco,41.93,13.09,59.0,81,100,7.45,IT,1602705500
475,Valparaíso,-33.04,-71.63,60.8,72,1,4.7,CL,1602705500
476,Umluj,25.02,37.27,82.62,50,0,4.03,SA,1602705337
477,Yamada,39.47,141.95,54.37,74,99,2.77,JP,1602705500
478,Rawson,-43.3,-65.1,63.18,27,0,16.62,AR,1602705501
479,Khakhea,-24.69,23.49,78.55,26,0,9.82,BW,1602705501
480,Pangnirtung,66.15,-65.71,37.4,51,75,14.99,CA,1602705299
481,Santa Rosa,14.31,121.11,77.0,94,75,5.82,PH,1602705502
482,Liuhe,42.24,125.72,32.38,82,88,5.66,CN,1602705502
483,Virginia,37.55,-77.45,75.0,40,20,9.17,US,1602705213
484,Puqi,29.72,113.88,59.31,94,100,7.45,CN,1602705502
485,Magnolia,33.27,-93.24,82.0,37,0,5.01,US,1602705503
486,Constitución,-35.33,-72.42,59.58,75,6,4.63,CL,1602705503
487,Ipixuna,-1.76,-48.8,78.8,83,75,10.29,BR,1602705296
488,Sistranda,63.73,8.83,46.4,87,75,9.17,NO,1602705504
489,Zenzeli,45.92,47.05,56.64,64,70,12.01,RU,1602705504
490,Atambua,-9.11,124.89,72.86,76,20,2.59,ID,1602705504
491,Quatre Cocos,-20.21,57.76,73.99,83,20,5.82,MU,1602705505
492,Jiblah,13.92,44.15,62.89,79,16,1.86,YE,1602705505
493,Luocheng,29.38,104.03,56.66,82,100,1.54,CN,1602705505
494,Almaznyy,48.04,40.05,57.2,71,0,4.47,RU,1602705505
495,Hillsborough,37.57,-122.38,82.99,57,1,3.36,US,1602705506
496,Buchanan,5.88,-10.05,78.8,88,20,6.31,LR,1602705397
497,Neman,55.03,22.03,49.8,95,100,3.33,RU,1602705506
498,Strenči,57.63,25.69,44.01,95,100,8.99,LV,1602705506
499,Juneau,58.3,-134.42,45.0,81,90,5.82,US,1602705360
500,Barra de Tecoanapa,16.52,-98.75,86.61,65,17,10.09,MX,1602705507
501,Tikrit,34.61,43.68,77.52,17,39,6.62,IQ,1602705507
502,Bassar,9.25,0.78,72.66,97,100,1.05,TG,1602705508
503,Bandar-e Lengeh,26.56,54.88,78.78,31,0,9.57,IR,1602705508
504,Masingbi,8.78,-11.95,74.61,93,1,1.07,SL,1602705508
505,Hirara,24.8,125.28,79.34,77,76,16.89,JP,1602705324
506,Namwala,-15.75,26.44,77.38,47,0,8.21,ZM,1602705509
507,Srednekolymsk,67.45,153.68,30.51,90,52,2.75,RU,1602705509
508,Cam Ranh,11.92,109.16,78.8,88,75,3.36,VN,1602705341
509,Manzhouli,49.6,117.43,25.48,87,0,6.91,CN,1602705509
510,Anito,12.45,125.29,76.57,86,100,1.41,PH,1602705510
511,Sanandij,35.31,46.99,52.27,37,0,2.66,IR,1602705510
512,Touros,-5.2,-35.46,82.4,69,75,14.99,BR,1602705314
513,Oruzgan,32.83,66.0,37.98,72,0,1.14,AF,1602705511
514,Klaksvík,62.23,-6.59,44.6,81,42,1.12,FO,1602705511
515,Khislavichi,54.19,32.16,51.64,93,70,8.97,RU,1602705512
516,Sarangani,5.4,125.46,82.08,69,98,0.81,PH,1602705349
517,Biltine,14.53,20.92,89.6,15,45,5.12,TD,1602705513
518,Buraidah,26.33,43.98,75.2,29,0,4.7,SA,1602705513
519,Bac Lieu,9.29,105.72,78.03,87,100,14.9,VN,1602705513
520,Nizhneudinsk,54.91,99.03,31.64,96,66,4.27,RU,1602705514
521,Nyurba,63.28,118.33,18.59,97,52,6.29,RU,1602705335
522,Sydney,-33.87,151.21,62.6,82,20,8.05,AU,1602705324
523,Santiago,-33.46,-70.65,75.99,40,1,6.93,CL,1602705384
524,Matamoros,25.53,-103.25,86.0,35,5,5.93,MX,1602705265
525,Fairbanks,64.84,-147.72,24.01,79,75,1.79,US,1602705516
526,Poso,-1.4,120.75,81.0,72,97,2.42,ID,1602705516
527,Vicuña,-30.03,-70.71,62.6,63,68,11.41,CL,1602705517
528,Maxixe,-23.86,35.35,71.6,78,40,9.17,MZ,1602705517
529,Makakilo City,21.35,-158.09,82.4,65,1,4.7,US,1602705517
530,Narsaq,60.92,-46.05,41.0,75,40,3.36,GL,1602705313
531,Vorukh,39.85,70.58,47.3,50,0,3.83,TJ,1602705518
532,Mareeba,-17.0,145.43,73.4,78,75,10.29,AU,1602705518
533,Havre-St-Pierre,50.23,-63.6,46.4,93,90,23.04,CA,1602705518
534,Khvoynaya,58.9,34.53,43.68,87,100,7.78,RU,1602705518
535,Rivers,50.03,-100.24,42.8,33,75,19.46,CA,1602705519
536,Bowen,-20.02,148.23,68.0,82,75,8.05,AU,1602705519
537,Houma,29.6,-90.72,84.99,51,1,3.36,US,1602705519
538,Valle Hermoso,25.67,-97.83,89.6,62,75,9.17,MX,1602705519
539,Naica,27.85,-105.48,85.87,17,100,2.13,MX,1602705520
540,Vila Velha,-20.33,-40.29,84.2,74,20,14.99,BR,1602705513
541,Bada,51.39,109.87,29.35,95,97,9.1,RU,1602705521
542,Gerāsh,27.67,54.14,62.6,29,0,2.06,IR,1602705522
543,Yankton,42.87,-97.4,63.0,42,1,20.8,US,1602705522
544,Wajima,37.4,136.9,59.11,61,71,17.13,JP,1602705523
545,Anandnagar,27.1,83.28,77.2,75,60,3.09,IN,1602705523
546,Puro,12.48,123.38,77.92,85,88,4.45,PH,1602705524
547,Rio Verde de Mato Grosso,-18.92,-54.84,98.2,24,62,9.84,BR,1602705524
548,Tsaratanana,-16.78,47.65,77.34,60,5,1.54,MG,1602705524
549,Mumford,5.26,-0.76,78.03,87,6,12.84,GH,1602705525
550,Bokoro,12.38,17.06,83.77,53,65,10.04,TD,1602705526
551,Pandan,14.05,124.17,79.03,85,100,6.51,PH,1602705526
552,La Ronge,55.1,-105.28,32.0,74,75,18.34,CA,1602705527
553,Berlevåg,70.86,29.09,37.4,86,40,16.11,NO,1602705527
554,Qasigiannguit,68.82,-51.19,29.71,92,93,2.95,GL,1602705528
555,Bilma,18.69,12.92,89.91,13,0,7.65,NE,1602705290
556,Araouane,18.9,-3.53,97.27,12,0,7.47,ML,1602705339
557,Betong,5.77,101.07,71.15,92,100,1.61,TH,1602705528
558,Agnibilékrou,7.13,-3.2,73.13,97,81,1.48,CI,1602705529
559,Igra,57.56,53.05,50.54,90,96,4.14,RU,1602705529
560,Talnakh,69.49,88.4,23.0,100,75,13.42,RU,1602705529
561,Hemet,33.75,-116.97,98.01,15,0,1.99,US,1602705530
562,Ginda,30.69,78.49,57.49,39,0,5.26,IN,1602705530
563,Tateyama,34.98,139.87,66.0,54,100,4.0,JP,1602705530
564,Jishou,28.32,109.72,58.35,90,100,3.36,CN,1602705531
565,Taoudenni,22.68,-3.98,93.79,16,0,4.5,ML,1602705342
566,Pangkalanbuun,-2.68,111.62,75.04,97,100,0.94,ID,1602705531
567,Ilebo,-4.32,20.58,73.0,85,8,1.23,CD,1602705372
568,Diego de Almagro,-26.37,-70.05,78.94,16,0,13.04,CL,1602705532
569,Merauke,-8.47,140.33,77.65,86,99,11.97,ID,1602705306
570,Panama City,8.99,-79.52,84.2,79,40,4.7,PA,1602705374
571,Katherine,-14.47,132.27,82.4,61,63,11.41,AU,1602705533
572,Vao,-22.67,167.48,71.89,85,55,15.61,NC,1602705367
573,Qui Nhon,13.77,109.23,77.74,87,100,4.63,VN,1602705535
574,Kabare,-2.47,28.82,62.56,83,76,1.5,CD,1602705535
575,Casino,-28.87,153.05,55.0,100,0,2.57,AU,1602705536
576,Moerai,-22.43,-151.33,70.93,89,100,12.46,PF,1602705536
577,Mehamn,71.04,27.85,37.4,77,40,12.75,NO,1602705291
578,Seoul,37.57,126.98,44.6,56,90,3.76,KR,1602705240
